C1	C2	C3	C4	C5	C6	C7	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	AD1	AD2	AD3	AD4	AD5	AD7	AD8	AD9	AD11	AD12	AD13	AD14	AD15	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD28	AD29	AD30	AD31	AD34	AD35	AD36	AD37	AD39	AD40	AD41	AD42	AD43	AD44	AD45	AD46	AD47	AD48
miR-2251	201	120	277	170	123	50	16	141	115	111	46	29	122	59	76	40	84	121	170	59	122	81	155	61	177	79	145	260	117	45	145	122	246	894	112	236	127	469	190	55	486	257	51	163	37	77	208	3	70	136	26	43	46	209	8	178	67	129	111	102	280	163	47
miR-2252	1	3	1	8	9	7	3	3	4	3	7	7	11	11	15	10	6	3	12	2	3	2	1	2	6	6	4	4	2	3	0	8	7	15	9	7	3	5	13	3	8	6	3	7	6	1	7	0	6	4	4	1	0	8	0	8	0	4	1	5	6	3	1
miR-2253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2255	0	1	0	0	0	2	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
miR-2256	1	2	2	0	0	2	0	7	2	1	1	0	11	1	0	2	1	4	6	5	0	1	0	0	0	1	2	16	3	0	0	1	0	9	0	31	8	5	0	0	11	2	0	3	0	5	2	0	1	0	0	0	0	1	0	1	2	0	0	0	1	4	1
miR-2257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2258	0	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
miR-2259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2261	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	0	0	2	0	1	1	0	0	3	0	0	0	1	0	0	2	0	0	0	0	1	0	1	1	1	0	0	0	0	3	0	0	0	3	0	0	0	2	1	1	2	0	0
miR-2262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2264	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	11	4	2	0	0	0	0	1	1	0	2	1	0	0	4	0	0	14	0	9	11	3	0	0	12	3	1	0	0	4	0	0	0	0	0	0	1	12	1	0	1	0	1	0	1	0	4
miR-2265	8	7	5	6	2	6	2	42	7	4	6	0	1	8	0	0	5	9	24	16	1	2	1	1	1	1	0	11	2	1	1	3	0	21	2	8	9	11	2	0	69	7	0	44	0	17	1	0	11	1	1	0	1	8	0	7	20	1	6	2	10	16	4
miR-2266	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-2267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2268	0	0	1	3	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	2	0	0	1	0	1	1	1	0	0	0	0	3	0	1	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
miR-2269	527	215	221	95	143	297	83	314	225	150	271	158	642	213	149	214	705	1088	1322	309	199	162	103	233	1206	115	274	1524	221	63	341	201	597	3299	150	3335	2068	1370	270	135	4161	1658	222	402	40	842	374	1	403	147	143	132	157	1512	17	423	523	141	417	120	808	643	383
miR-2270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2275	1	0	1	1	0	0	0	1	0	0	2	0	4	6	4	3	2	1	0	1	0	1	1	2	0	3	3	1	5	0	2	1	1	5	0	0	2	1	1	0	6	1	1	1	0	1	4	0	1	0	0	0	1	2	0	0	0	3	0	0	0	2	3
miR-2276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2277	288	151	26	119	27	182	16	32	16	14	241	25	103	109	12	98	91	98	130	16	22	9	75	7	45	17	27	343	72	3	59	89	56	419	52	370	249	103	9	14	906	154	5	46	6	177	60	0	168	22	27	6	1	187	2	128	365	28	52	32	45	399	91
miR-2278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2279	78289	27806	38894	33784	20788	14200	3505	49749	33818	23737	11902	6419	32685	8423	17440	9569	27955	27684	36413	38591	27659	30913	29029	14675	66363	19942	46338	180997	46711	10592	34264	27677	70457	303837	24186	95975	100388	131872	48698	24604	248951	86327	11667	52008	8557	57149	102396	751	38177	28816	9689	8459	11385	139098	3944	63143	53771	38450	31113	31966	98312	53299	33690
miR-2280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
miR-2282	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2284	0	0	1	1	0	1	0	1	1	1	2	3	1	3	0	5	4	3	2	4	1	3	0	3	7	5	3	1	3	3	8	4	3	4	5	1	0	0	6	4	11	9	2	1	4	1	4	0	1	4	1	5	1	3	0	3	1	6	2	6	3	0	1
miR-2285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2286	388	131	106	74	27	39	103	161	165	88	133	57	33	49	65	153	657	87	39	94	97	149	203	88	77	98	348	223	261	33	431	169	105	840	69	136	208	177	99	84	970	132	142	119	148	349	328	0	117	136	32	25	81	322	44	163	154	371	175	166	124	415	602
miR-2287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2288	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
miR-2290	2	3	2	0	0	1	0	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	4	0	9	2	1	0	0	11	1	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
miR-2291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2293	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-2294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
miR-2296	0	0	2	1	0	0	0	0	0	0	2	1	1	0	1	1	1	1	0	1	1	0	1	0	0	1	1	3	0	0	1	0	1	8	0	1	1	3	0	0	6	1	1	0	0	0	1	0	0	1	0	0	0	3	0	2	1	0	0	1	1	1	0
miR-2297	0	0	0	0	0	2	1	0	0	3	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	2	8	0	0	3	2	15	1	2	5	12	0	0	8	0	1	3	0	0	1	0	0	0	3	0	0	0	0	2	0	10	2	1	10	1	1
miR-2298	0	3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	0	1	0	0	1	1	1	3	3	3	0	0	1	1	1	0	0	0	1	0	0	2	6	1	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
miR-2299	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	1	1	0	0	2	0	2	2	1	0	2	0	1	1	3	0	3	0	0	1	1	0	0	3	1	1	0	2	1	0	0	0	0	2	0	0	0	1	1	1	4	1	0	2	0	0
miR-2300	54	30	46	27	25	60	28	82	45	24	56	32	386	61	61	59	73	29	70	52	39	33	23	19	62	45	98	296	97	14	99	36	59	222	23	479	134	147	64	61	321	55	25	125	21	74	88	0	79	58	11	24	12	137	13	74	70	59	32	38	114	80	48
miR-2301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	2	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
miR-2303	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	2	0	4	0	0	1	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
miR-2304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2306	1	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	0	2	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	4	0	0	2
miR-2307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2314	5	0	0	6	0	3	0	0	2	2	0	1	4	1	0	3	9	4	4	1	2	4	1	2	31	2	3	7	2	0	3	0	5	5	1	5	4	18	3	3	13	3	6	0	4	3	19	0	1	1	19	3	0	15	0	3	2	2	2	2	1	5	4
miR-2315	108	92	46	3	10	21	5	48	55	25	16	4	104	19	17	11	14	37	63	39	11	19	9	3	42	4	13	396	28	4	10	14	36	258	13	224	130	334	14	2	466	84	11	75	5	124	83	1	62	12	5	2	1	120	1	123	72	20	21	23	108	71	63
miR-2316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-2320	1043	615	251	939	342	664	208	278	394	140	384	350	1050	374	682	478	432	447	827	243	1299	655	491	849	758	3725	2008	1156	2170	162	738	250	1026	1813	242	433	1314	887	795	3353	1557	592	201	859	746	450	3323	24	235	510	280	635	655	1762	239	454	348	564	332	657	1197	280	113
miR-2321	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0	1	0	0	1	1	0	1	0	0	2	0	3	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	1	1	4	0	0
miR-2322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
miR-2323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2325	59	48	55	13	18	62	8	76	63	18	17	18	160	43	41	26	44	50	94	33	25	18	29	13	51	29	64	327	58	5	38	48	87	381	29	322	112	292	35	14	334	81	24	75	10	61	103	0	39	47	7	7	9	117	2	40	43	53	34	28	272	59	35
miR-2326	10	10	11	4	1	20	3	11	11	15	13	5	24	21	8	14	102	56	171	8	22	1	12	14	34	20	27	56	55	3	38	27	25	259	9	83	76	63	20	6	241	72	16	14	7	40	27	0	11	25	12	8	1	93	1	43	24	14	39	15	97	34	55
miR-2327	33	14	8	17	17	42	11	13	15	15	25	19	72	41	33	30	40	21	42	10	21	26	14	20	42	14	28	83	19	9	33	31	64	146	22	61	67	83	37	12	74	109	9	86	10	14	42	0	38	20	13	6	13	70	7	29	13	18	18	26	76	22	14
miR-2328	4	2	1	0	0	2	2	2	0	2	1	2	7	2	3	3	3	8	5	1	1	2	3	0	2	2	5	16	7	0	1	1	3	17	1	41	16	17	3	0	16	3	4	4	1	7	3	0	4	2	0	1	0	12	0	4	3	3	5	0	13	2	2
miR-2329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2330	2	2	1	1	0	0	0	0	1	0	1	1	0	1	4	0	2	0	4	0	3	1	0	3	2	3	3	1	1	3	7	0	4	4	2	0	0	4	8	0	4	2	1	0	3	0	1	0	2	1	1	1	6	2	0	1	1	2	1	3	0	1	1
miR-2331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2333	1	2	3	2	0	6	1	7	0	2	0	0	6	5	0	0	2	4	3	2	2	1	4	0	3	1	3	5	3	1	0	5	3	9	0	7	2	6	1	2	14	2	0	3	0	2	6	0	1	1	1	0	1	4	0	1	10	2	3	0	5	5	0
miR-2334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2337	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2339	2144	2127	625	1240	1656	1037	847	1121	576	272	605	873	2219	1443	2718	1293	550	545	1035	609	314	1359	479	332	1797	641	726	13085	1228	169	591	286	1342	4725	321	6572	5726	1922	583	852	7861	847	213	8674	196	1641	4886	14	653	440	532	150	260	1399	145	730	2276	358	597	723	2003	1143	1251
miR-2340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
miR-2342	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	1	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0
miR-2343	7388	4597	4326	3771	1879	5631	2728	10164	5351	3188	6257	2491	16562	4262	2900	3551	4519	5520	5898	10008	2772	4447	2042	718	3652	766	2340	33598	5147	579	2378	2106	2427	16486	1742	41389	15409	11024	1427	1868	36805	8086	470	11301	514	13145	8004	150	5887	2766	830	616	436	12959	328	8284	12004	1945	3699	3407	9163	13721	4407
miR-2344	21278	8253	16613	7454	9954	25302	6129	44828	12181	10259	17573	7992	58443	12981	12617	11709	14441	18886	21365	25114	10634	10634	10025	5382	16072	6814	6372	38479	8554	2629	9312	5815	12570	34991	7295	53117	19307	24412	7828	9265	81004	13195	4052	54722	2026	18915	14656	260	17657	12114	2343	3283	4014	22566	1548	10360	13410	7633	7484	6651	19513	22336	7197
miR-2345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-2347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	2	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	4	0	1	0	1	0	1	0	1	0	0	0	0	1	0	2	0	2	0	2	0	0	0	0	0
miR-2350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-2352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
